source,unit_id,unit_type,year,unit_date,unit_label,unit_url,landing_page_url,source_url,title,summary,authors,oa_marker,pdf_url,doi,openalex_id,source_item_id,paper_type,venue_section,concepts,referenced_works_count,cited_by_count
Nature Medicine,nature_medicine_2021_05,official_month_open_access_clinical_article_batch,2021,2021-05-18,2021-05,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=72,https://www.nature.com/articles/s41591-021-01370-1,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=72&error=cookies_not_supported&code=ce37d35f-b47c-4cce-90b5-c3972c05aaa8,Phase 1 randomized trial of a plant-derived virus-like particle vaccine for COVID-19,Safety and immunogenicity results in humans of a two-dose SARS-CoV-2 vaccine made from plants support further assessment of potential efficacy.,Brian J. Ward; Philipe Gobeil; Nathalie Landry,publisher_card_open_access,https://www.nature.com/articles/s41591-021-01370-1.pdf,10.1038/s41591-021-01370-1,,s41591-021-01370-1,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2021_06,official_month_open_access_clinical_article_batch,2021,2021-06-14,2021-06,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=71,https://www.nature.com/articles/s41591-021-01413-7,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=71&error=cookies_not_supported&code=d89ba034-e34f-408d-8780-b73a8a9521a8,Evidence for increased breakthrough rates of SARS-CoV-2 variants of concern in BNT162b2-mRNA-vaccinated individuals,"At early time points after vaccination with a single dose or two doses of the BNT162b2 mRNA COVID-19 vaccine, breakthrough SARS-CoV-2 infections can be disproportionately caused by the B.1.1.7 or B.1.351 variants of concern, underlining the need to ensure rapid and complete vaccination.",Talia Kustin; Noam Harel; Adi Stern,publisher_card_open_access,https://www.nature.com/articles/s41591-021-01413-7.pdf,10.1038/s41591-021-01413-7,,s41591-021-01413-7,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2021_06,official_month_open_access_clinical_article_batch,2021,2021-06-09,2021-06,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=71,https://www.nature.com/articles/s41591-021-01408-4,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=71&error=cookies_not_supported&code=d89ba034-e34f-408d-8780-b73a8a9521a8,"First-dose ChAdOx1 and BNT162b2 COVID-19 vaccines and thrombocytopenic, thromboembolic and hemorrhagic events in Scotland",New data from the EAVE II cohort in Scotland suggests that a first dose of the ChAdOx1 nCoV-19 vaccine might be associated with a small increase in the risk of idiopathic thrombocytopenic purpura between 0 and 27 d after vaccination.,C. R. Simpson; T. Shi; A. Sheikh,publisher_card_open_access,https://www.nature.com/articles/s41591-021-01408-4.pdf,10.1038/s41591-021-01408-4,,s41591-021-01408-4,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2021_06,official_month_open_access_clinical_article_batch,2021,2021-06-09,2021-06,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=71,https://www.nature.com/articles/s41591-021-01410-w,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=71&error=cookies_not_supported&code=d89ba034-e34f-408d-8780-b73a8a9521a8,Impact of vaccination on new SARS-CoV-2 infections in the United Kingdom,"Results from the Office of National Statistics COVID-19 Infection Survey in the United Kingdom demonstrate that the ChAdOx1 nCoV-19 and BNT162b2 vaccines reduce the incidence of new SARS-CoV-2 infections by up to 65% with a single dose and up to 80% after two doses, with no significant differences in efficacy observed between the two vaccines.",Emma Pritchard; Philippa C. Matthews; Koen B. Pouwels,publisher_card_open_access,https://www.nature.com/articles/s41591-021-01410-w.pdf,10.1038/s41591-021-01410-w,,s41591-021-01410-w,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2021_06,official_month_open_access_clinical_article_batch,2021,2021-06-23,2021-06,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=71,https://www.nature.com/articles/s41591-021-01433-3,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=71&error=cookies_not_supported&code=d89ba034-e34f-408d-8780-b73a8a9521a8,Long COVID in a prospective cohort of home-isolated patients,"Analysis of a prospectively enrolled cohort of patients with SARS-CoV-2 infections in Bergen, Norway, reveals a high proportion of patients who experienced long COVID symptoms at 6 months, despite being relatively young and having only mild to moderate acute COVID-19 symptoms.",Bjørn Blomberg; Kristin Greve-Isdahl Mohn; Nina Langeland,publisher_card_open_access,https://www.nature.com/articles/s41591-021-01433-3.pdf,10.1038/s41591-021-01433-3,,s41591-021-01433-3,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2021_07,official_month_open_access_clinical_article_batch,2021,2021-07-26,2021-07,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=70,https://www.nature.com/articles/s41591-021-01436-0,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=70&error=cookies_not_supported&code=ac2cee31-2562-4545-a64d-8fc09fc20633,CAR T cells with dual targeting of CD19 and CD22 in adult patients with recurrent or refractory B cell malignancies: a phase 1 trial,"Bispecific CAR T cells targeting CD19 and CD22 exhibit clinical activity and low toxicity in patients with large B cell lymphoma and B cell acute lymphoblastic leukemia, with relapses associated with loss of CD19 but not CD22.",Jay Y. Spiegel; Shabnum Patel; David B. Miklos,publisher_card_open_access,https://www.nature.com/articles/s41591-021-01436-0.pdf,10.1038/s41591-021-01436-0,,s41591-021-01436-0,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2021_07,official_month_open_access_clinical_article_batch,2021,2021-07-16,2021-07,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=70,https://www.nature.com/articles/s41591-021-01454-y,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=70&error=cookies_not_supported&code=ac2cee31-2562-4545-a64d-8fc09fc20633,COVID-19 vaccine acceptance and hesitancy in low- and middle-income countries,"Survey data collected across ten low-income and middle-income countries (LMICs) in Asia, Africa and South America compared with surveys from Russia and the United States reveal heterogeneity in vaccine confidence in LMICs, with healthcare providers being trusted sources of information, as well as greater levels of vaccine acceptance in these countries than in Russia and the United States.",Julio S. Solís Arce; Shana S. Warren; Saad B. Omer,publisher_card_open_access,https://www.nature.com/articles/s41591-021-01454-y.pdf,10.1038/s41591-021-01454-y,,s41591-021-01454-y,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2021_08,official_month_open_access_clinical_article_batch,2021,2021-08-19,2021-08,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=70,https://www.nature.com/articles/s41591-021-01487-3,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=70&error=cookies_not_supported&code=ac2cee31-2562-4545-a64d-8fc09fc20633,Effects of a large-scale social media advertising campaign on holiday travel and COVID-19 infections: a cluster randomized controlled trial,A new cluster randomized controlled trial conducted in 13 American states demonstrates that a social media advertising campaign using videos of healthcare professionals to encourage users to stay at home over the holiday season was effective in reducing travel and subsequent spread of COVID-19.,Emily Breza; Fatima Cody Stanford; Esther Duflo,publisher_card_open_access,https://www.nature.com/articles/s41591-021-01487-3.pdf,10.1038/s41591-021-01487-3,,s41591-021-01487-3,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2021_08,official_month_open_access_clinical_article_batch,2021,2021-08-04,2021-08,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=70,https://www.nature.com/articles/s41591-021-01453-z,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=70&error=cookies_not_supported&code=ac2cee31-2562-4545-a64d-8fc09fc20633,"Fully automated closed-loop glucose control compared with standard insulin therapy in adults with type 2 diabetes requiring dialysis: an open-label, randomized crossover trial","A new randomized, crossover clinical trial testing rapid-acting insulin aspart delivered in a closed-loop system compared with standard care demonstrates increased time in range in patients with type 2 diabetes who require dialysis in the outpatient setting.",Charlotte K. Boughton; Afroditi Tripyla; Roman Hovorka,publisher_card_open_access,https://www.nature.com/articles/s41591-021-01453-z.pdf,10.1038/s41591-021-01453-z,,s41591-021-01453-z,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2021_09,official_month_open_access_clinical_article_batch,2021,2021-09-14,2021-09,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=69,https://www.nature.com/articles/s41591-021-01507-2,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=69&error=cookies_not_supported&code=d0fca613-cdbd-421c-af4a-ddd2d04383fc,Cellular and humoral immune responses following SARS-CoV-2 mRNA vaccination in patients with multiple sclerosis on anti-CD20 therapy,"SARS-CoV-2-specific antibodies and memory B cells are significantly reduced, but CD4 + and CD8 + T cells are robustly activated, in patients with multiple sclerosis on anti-CD20 monotherapy versus healthy controls after BNT162b2 or mRNA-1273 mRNA vaccination.",Sokratis A. Apostolidis; Mihir Kakara; Amit Bar-Or,publisher_card_open_access,https://www.nature.com/articles/s41591-021-01507-2.pdf,10.1038/s41591-021-01507-2,,s41591-021-01507-2,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2021_09,official_month_open_access_clinical_article_batch,2021,2021-09-09,2021-09,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=69,https://www.nature.com/articles/s41591-021-01488-2,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=69&error=cookies_not_supported&code=d0fca613-cdbd-421c-af4a-ddd2d04383fc,"Convalescent plasma for hospitalized patients with COVID-19: an open-label, randomized controlled trial","A randomized trial in patients hospitalized with COVID-19 showed no benefit and potentially increased harm associated with the use of convalescent plasma, with subgroup analyses suggesting that the antibody profile in donor plasma is critical in determining clinical outcomes.",Philippe Bégin; Jeannie Callum; Donald M. Arnold,publisher_card_open_access,https://www.nature.com/articles/s41591-021-01488-2.pdf,10.1038/s41591-021-01488-2,,s41591-021-01488-2,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2021_09,official_month_open_access_clinical_article_batch,2021,2021-09-29,2021-09,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=69,https://www.nature.com/articles/s41591-021-01540-1,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=69&error=cookies_not_supported&code=d0fca613-cdbd-421c-af4a-ddd2d04383fc,Correlates of protection against symptomatic and asymptomatic SARS-CoV-2 infection,Defined levels of SARS-CoV-2-specific binding and neutralizing antibodies elicited by the COVID-19 vaccine ChAdOx1 nCoV-19 are identified as correlates of protection against symptomatic infection.,Shuo Feng; Daniel J. Phillips; Christopher J. Williams,publisher_card_open_access,https://www.nature.com/articles/s41591-021-01540-1.pdf,10.1038/s41591-021-01540-1,,s41591-021-01540-1,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2021_09,official_month_open_access_clinical_article_batch,2021,2021-09-03,2021-09,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=69,https://www.nature.com/articles/s41591-021-01499-z,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=69&error=cookies_not_supported&code=d0fca613-cdbd-421c-af4a-ddd2d04383fc,"Early treatment of COVID-19 with anakinra guided by soluble urokinase plasminogen receptor plasma levels: a double-blind, randomized controlled phase 3 trial","The SAVE-MORE phase 3 study demonstrates the efficacy of anakinra, an IL-1α/β inhibitor, in patients with COVID-19 and high serum levels of soluble plasminogen activator receptor.",Evdoxia Kyriazopoulou; Garyfallia Poulakou; Evangelos J. Giamarellos-Bourboulis,publisher_card_open_access,https://www.nature.com/articles/s41591-021-01499-z.pdf,10.1038/s41591-021-01499-z,,s41591-021-01499-z,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2021_09,official_month_open_access_clinical_article_batch,2021,2021-09-03,2021-09,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=69,https://www.nature.com/articles/s41591-021-01491-7,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=69&error=cookies_not_supported&code=d0fca613-cdbd-421c-af4a-ddd2d04383fc,Predictors of COVID-19 epidemics in countries of the World Health Organization African Region,A new study from the WHO African Region identifies features of countries that predict timing of the first case and the per capita mortality rate for the first and second waves of the COVID-19 epidemics.,Feifei Zhang; Humphrey Karamagi; Mark E. J. Woolhouse,publisher_card_open_access,https://www.nature.com/articles/s41591-021-01491-7.pdf,10.1038/s41591-021-01491-7,,s41591-021-01491-7,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2021_09,official_month_open_access_clinical_article_batch,2021,2021-09-15,2021-09,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=69,https://www.nature.com/articles/s41591-021-01527-y,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=69&error=cookies_not_supported&code=d0fca613-cdbd-421c-af4a-ddd2d04383fc,Safety and immunogenicity of SARS-CoV-2 variant mRNA vaccine boosters in healthy adults: an interim analysis,Preliminary and exploratory analyses show that a third dose of the COVID-19 vaccine mRNA-1273 or variant-modified boosters can boost levels of neutralizing antibodies against SARS-CoV-2 variants.,Angela Choi; Matthew Koch; Darin K. Edwards,publisher_card_open_access,https://www.nature.com/articles/s41591-021-01527-y.pdf,10.1038/s41591-021-01527-y,,s41591-021-01527-y,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2021_10,official_month_open_access_clinical_article_batch,2021,2021-10-12,2021-10,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=68,https://www.nature.com/articles/s41591-021-01498-0,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=68&error=cookies_not_supported&code=8955fddf-1f19-4f67-ac23-32af59da612e,Anemia prevalence in women of reproductive age in low- and middle-income countries between 2000 and 2018,"Geospatial estimates of the prevalence of anemia in women of reproductive age across 82 low-income and middle-income countries reveals considerable heterogeneity and inequality at national and subnational levels, with few countries on track to meet the WHO Global Nutrition Targets by 2030.",Damaris Kinyoki; Aaron E. Osgood-Zimmerman; Simon I. Hay,publisher_card_open_access,https://www.nature.com/articles/s41591-021-01498-0.pdf,10.1038/s41591-021-01498-0,,s41591-021-01498-0,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2021_10,official_month_open_access_clinical_article_batch,2021,2021-10-12,2021-10,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=68,https://www.nature.com/articles/s41591-021-01497-1,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=68&error=cookies_not_supported&code=8955fddf-1f19-4f67-ac23-32af59da612e,CAR T cells with dual targeting of CD19 and CD22 in pediatric and young adult patients with relapsed or refractory B cell acute lymphoblastic leukemia: a phase 1 trial,"Bicistronic CAR T cells targeting CD19 and CD22 exhibit clinical activity and low toxicity in pediatric and young adult patients with B cell acute lymphoblastic leukemia, with relapses associated with limited CAR T cell persistence.",Shaun Cordoba; Shimobi Onuoha; Persis J. Amrolia,publisher_card_open_access,https://www.nature.com/articles/s41591-021-01497-1.pdf,10.1038/s41591-021-01497-1,,s41591-021-01497-1,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2021_10,official_month_open_access_clinical_article_batch,2021,2021-10-14,2021-10,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=68,https://www.nature.com/articles/s41591-021-01548-7,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=68&error=cookies_not_supported&code=8955fddf-1f19-4f67-ac23-32af59da612e,Effect of Delta variant on viral burden and vaccine effectiveness against new SARS-CoV-2 infections in the UK,"A large, community-based study in the United Kingdom indicates that the effectiveness of BNT162b2 and ChAdOx1 vaccines against SARS-CoV-2 infections with symptoms or high viral burden is reduced with the Delta variant compared to the Alpha variant.",Koen B. Pouwels; Emma Pritchard; A. Sarah Walker,publisher_card_open_access,https://www.nature.com/articles/s41591-021-01548-7.pdf,10.1038/s41591-021-01548-7,,s41591-021-01548-7,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2021_10,official_month_open_access_clinical_article_batch,2021,2021-10-21,2021-10,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=68,https://www.nature.com/articles/s41591-021-01520-5,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=68&error=cookies_not_supported&code=8955fddf-1f19-4f67-ac23-32af59da612e,IL-1-driven stromal–neutrophil interactions define a subset of patients with inflammatory bowel disease that does not respond to therapies,"Transcriptomic and histological profiling of gut biopsies from multiple independent cohorts of patients with inflammatory bowel disease identifies distinct histopathological, molecular and cellular features associated with treatment response, providing insights for patient stratification and precision therapy.",Matthias Friedrich; Mathilde Pohin; Fiona M. Powrie,publisher_card_open_access,https://www.nature.com/articles/s41591-021-01520-5.pdf,10.1038/s41591-021-01520-5,,s41591-021-01520-5,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
Nature Medicine,nature_medicine_2021_10,official_month_open_access_clinical_article_batch,2021,2021-10-25,2021-10,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=68,https://www.nature.com/articles/s41591-021-01556-7,https://www.nature.com/nm/research-articles?searchType=journalSearch&sort=PubDate&page=68&error=cookies_not_supported&code=8955fddf-1f19-4f67-ac23-32af59da612e,Neurological complications after first dose of COVID-19 vaccines and SARS-CoV-2 infection,A self-controlled case series analysis of nearly 32 million people in England shows an increased risk of rare neurological complications in those who received COVID-19 vaccines and following SARS-CoV-2 infection. The results highlight 38 excess cases of Guillain–Barré syndrome per 10 million ChAdOx1nCoV-19 vaccinations.,Martina Patone; Lahiru Handunnetthi; Julia Hippisley-Cox,publisher_card_open_access,https://www.nature.com/articles/s41591-021-01556-7.pdf,10.1038/s41591-021-01556-7,,s41591-021-01556-7,Article,Nature Medicine research-articles; publisher card: Open Access Article,,,
