source,unit_id,year,volume,issue,doi,openalex_id,title,authors,type,oa_status,oa_url,pdf_url,landing_page_url
Genome Biology,genome_biology_v10_i10,2009,10,10,10.1186/gb-2009-10-10-r112,https://openalex.org/W2106510321,Deep short-read sequencing of chromosome 17 from the mouse strains A/J and CAST/Ei identifies significant germline variation and candidate genes that regulate liver triglyceride levels,Ian Sudbery et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-10-r112,https://link.springer.com/content/pdf/10.1186/gb-2009-10-10-r112.pdf,https://doi.org/10.1186/gb-2009-10-10-r112
Genome Biology,genome_biology_v10_i10,2009,10,10,10.1186/gb-2009-10-10-r107,https://openalex.org/W2148766680,Defining the chromatin signature of inducible genes in T cells,Pek Siew Lim et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-10-r107,https://link.springer.com/content/pdf/10.1186/gb-2009-10-10-r107.pdf,https://doi.org/10.1186/gb-2009-10-10-r107
Genome Biology,genome_biology_v10_i10,2009,10,10,10.1186/gb-2009-10-10-r119,https://openalex.org/W2143432049,An optimization framework for unsupervised identification of rare copy number variation from SNP array data,Gökhan Yavaş; Mehmet Koyutürk; Meral Özsoyoğlu; Meetha P. Gould; Thomas LaFramboise,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-10-r119,https://link.springer.com/content/pdf/10.1186/gb-2009-10-10-r119.pdf,https://doi.org/10.1186/gb-2009-10-10-r119
Genome Biology,genome_biology_v10_i11,2009,10,11,10.1186/gb-2009-10-11-r130,https://openalex.org/W2109108939,BioGPS: an extensible and customizable portal for querying and organizing gene annotation resources,Chunlei Wu et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-11-r130,https://link.springer.com/content/pdf/10.1186/gb-2009-10-11-r130.pdf,https://doi.org/10.1186/gb-2009-10-11-r130
Genome Biology,genome_biology_v10_i11,2009,10,11,10.1186/gb-2009-10-11-r134,https://openalex.org/W1990073900,Searching for SNPs with cloud computing,Ben Langmead; Michael C. Schatz; Jimmy Lin; Mihai Pop; Steven L. Salzberg,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-11-r134,https://link.springer.com/content/pdf/10.1186/gb-2009-10-11-r134.pdf,https://doi.org/10.1186/gb-2009-10-11-r134
Genome Biology,genome_biology_v10_i11,2009,10,11,10.1186/gb-2009-10-11-r124,https://openalex.org/W2167714537,Catalogues of mammalian long noncoding RNAs: modest conservation and incompleteness,Ana Claudia Marques; Chris P. Ponting,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-11-r124,https://link.springer.com/content/pdf/10.1186/gb-2009-10-11-r124.pdf,https://doi.org/10.1186/gb-2009-10-11-r124
Genome Biology,genome_biology_v10_i11,2009,10,11,10.1186/gb-2009-10-11-r127,https://openalex.org/W2150817630,Genomic transcriptional profiling identifies a candidate blood biomarker signature for the diagnosis of septicemic melioidosis,Rungnapa Pankla et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-11-r127,https://link.springer.com/content/pdf/10.1186/gb-2009-10-11-r127.pdf,https://doi.org/10.1186/gb-2009-10-11-r127
Genome Biology,genome_biology_v10_i11,2009,10,11,10.1186/gb-2009-10-11-r128,https://openalex.org/W2163022769,Genome Alteration Print (GAP): a tool to visualize and mine complex cancer genomic profiles obtained by SNP arrays,Tatiana Popova; Élodie Manié; Dominique Stoppa‐Lyonnet; Guillem Rigaill; Emmanuel Barillot; Marc‐Henri Stern,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-11-r128,https://link.springer.com/content/pdf/10.1186/gb-2009-10-11-r128.pdf,https://doi.org/10.1186/gb-2009-10-11-r128
Genome Biology,genome_biology_v10_i11,2009,10,11,10.1186/gb-2009-10-11-r122,https://openalex.org/W2170281645,Genome-wide analysis reveals rapid and dynamic changes in miRNA and siRNA sequence and expression during ovule and fiber development in allotetraploid cotton (Gossypium hirsutum L.),Mingxiong Pang et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-11-r122,https://link.springer.com/content/pdf/10.1186/gb-2009-10-11-r122.pdf,https://doi.org/10.1186/gb-2009-10-11-r122
Genome Biology,genome_biology_v10_i11,2009,10,11,10.1186/gb-2009-10-11-r131,https://openalex.org/W2163076209,"CTCF binding site classes exhibit distinct evolutionary, genomic, epigenomic and transcriptomic features",Kobby Essien; Sébastien Vigneau; Sofia V. Apreleva; Larry N. Singh; Marisa S. Bartolomei; Sridhar Hannenhalli,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-11-r131,https://link.springer.com/content/pdf/10.1186/gb-2009-10-11-r131.pdf,https://doi.org/10.1186/gb-2009-10-11-r131
Genome Biology,genome_biology_v10_i11,2009,10,11,10.1186/gb-2009-10-11-r132,https://openalex.org/W2152197184,Ancestry-related assortative mating in Latino populations,Neil Risch et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-11-r132,https://link.springer.com/content/pdf/10.1186/gb-2009-10-11-r132.pdf,https://doi.org/10.1186/gb-2009-10-11-r132
Genome Biology,genome_biology_v10_i11,2009,10,11,10.1186/gb-2009-10-11-r129,https://openalex.org/W2159228663,Differential binding and co-binding pattern of FOXA1 and FOXA3 and their relation to H3K4me3 in HepG2 cells revealed by ChIP-seq,Mehdi Motallebipour et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-11-r129,https://link.springer.com/content/pdf/10.1186/gb-2009-10-11-r129.pdf,https://doi.org/10.1186/gb-2009-10-11-r129
Genome Biology,genome_biology_v10_i11,2009,10,11,10.1186/gb-2009-10-11-r125,https://openalex.org/W2152774038,High resolution discovery and confirmation of copy number variants in 90 Yoruba Nigerians,Hajime Matsuzaki; Peihua Wang; Jing Hu; Rich Rava; Glenn K. Fu,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-11-r125,https://link.springer.com/content/pdf/10.1186/gb-2009-10-11-r125.pdf,https://doi.org/10.1186/gb-2009-10-11-r125
Genome Biology,genome_biology_v10_i11,2009,10,11,10.1186/gb-2009-10-11-r126,https://openalex.org/W2170211430,Construction of a high-resolution genetic linkage map and comparative genome analysis for the reef-building coral Acropora millepora,Shi Wang; Lingling Zhang; Eli Meyer; Mikhail V. Matz,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-11-r126,https://link.springer.com/content/pdf/10.1186/gb-2009-10-11-r126.pdf,https://doi.org/10.1186/gb-2009-10-11-r126
Genome Biology,genome_biology_v10_i11,2009,10,11,10.1186/gb-2009-10-11-r135,https://openalex.org/W2154579214,Expansion of the human mitochondrial proteome by intra- and inter-compartmental protein duplication,Radek Szklarczyk; Martijn A. Huynen,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-11-r135,https://link.springer.com/content/pdf/10.1186/gb-2009-10-11-r135.pdf,https://doi.org/10.1186/gb-2009-10-11-r135
Genome Biology,genome_biology_v10_i11,2009,10,11,10.1186/gb-2009-10-11-r120,https://openalex.org/W2136374834,Divergence of exonic splicing elements after gene duplication and the impact on gene structures,Zhenguo Zhang et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-11-r120,https://link.springer.com/content/pdf/10.1186/gb-2009-10-11-r120.pdf,https://doi.org/10.1186/gb-2009-10-11-r120
Genome Biology,genome_biology_v10_i11,2009,10,11,10.1186/gb-2009-10-11-r121,https://openalex.org/W2157252884,Regulatory interdependence of myeloid transcription factors revealed by Matrix RNAi analysis,Yasuhiro Tomaru et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-11-r121,https://link.springer.com/content/pdf/10.1186/gb-2009-10-11-r121.pdf,https://doi.org/10.1186/gb-2009-10-11-r121
Genome Biology,genome_biology_v10_i11,2009,10,11,10.1186/gb-2009-10-11-r123,https://openalex.org/W2103033431,Serum-dependent transcriptional networks identify distinct functional roles for H-Ras and N-Ras during initial stages of the cell cycle,Esther Castellano; Carmen Guerrero; Alejandro Núñez; Javier De Las Rivas; Eugenio Santos,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-11-r123,https://link.springer.com/content/pdf/10.1186/gb-2009-10-11-r123.pdf,https://doi.org/10.1186/gb-2009-10-11-r123
Genome Biology,genome_biology_v10_i12,2009,10,12,10.1186/gb-2009-10-12-r141,https://openalex.org/W2101633780,Characterizing the admixed African ancestry of African Americans,Fouad Zakharia et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-12-r141,https://link.springer.com/content/pdf/10.1186/gb-2009-10-12-r141.pdf,https://doi.org/10.1186/gb-2009-10-12-r141
Genome Biology,genome_biology_v10_i12,2009,10,12,10.1186/gb-2009-10-12-r139,https://openalex.org/W2163265140,Mining for coexpression across hundreds of datasets using novel rank aggregation and visualization methods,Priit Adler et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-12-r139,https://link.springer.com/content/pdf/10.1186/gb-2009-10-12-r139.pdf,https://doi.org/10.1186/gb-2009-10-12-r139
Genome Biology,genome_biology_v10_i12,2009,10,12,10.1186/gb-2009-10-12-r136,https://openalex.org/W2111291916,Plant polycistronic precursors containing non-homologous microRNAs target transcripts encoding functionally related proteins,Francisco Merchán; Adnane Boualem; Martín Crespi; Florian Frugier,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-12-r136,https://link.springer.com/content/pdf/10.1186/gb-2009-10-12-r136.pdf,https://doi.org/10.1186/gb-2009-10-12-r136
Genome Biology,genome_biology_v10_i12,2009,10,12,10.1186/gb-2009-10-12-r138,https://openalex.org/W2059381824,Non-imprinted allele-specific DNA methylation on human autosomes,Yingying Zhang; Christian Rohde; Richard Reinhardt; Claudia Voelcker‐Rehage; Albert Jeltsch,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-12-r138,https://link.springer.com/content/pdf/10.1186/gb-2009-10-12-r138.pdf,https://doi.org/10.1186/gb-2009-10-12-r138
Genome Biology,genome_biology_v10_i12,2009,10,12,10.1186/gb-2009-10-12-r142,https://openalex.org/W2133130714,A blind deconvolution approach to high-resolution mapping of transcription factor binding sites from ChIP-seq data,Desmond S. Lun; Ashley M. Sherrid; Brian Weiner; David R. Sherman; James E. Galagan,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-12-r142,https://link.springer.com/content/pdf/10.1186/gb-2009-10-12-r142.pdf,https://doi.org/10.1186/gb-2009-10-12-r142
Genome Biology,genome_biology_v10_i12,2009,10,12,10.1186/gb-2009-10-12-r137,https://openalex.org/W2107564137,Tandem repeats modify the structure of human genes hosted in segmental duplications,Anna Grassi; Francesca D. Ciccarelli,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-12-r137,https://link.springer.com/content/pdf/10.1186/gb-2009-10-12-r137.pdf,https://doi.org/10.1186/gb-2009-10-12-r137
Genome Biology,genome_biology_v10_i12,2009,10,12,10.1186/gb-2009-10-12-r140,https://openalex.org/W2104761968,Towards accurate imputation of quantitative genetic interactions,Igor Ulitsky; Nevan J. Krogan; Ron Shamir,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-12-r140,https://link.springer.com/content/pdf/10.1186/gb-2009-10-12-r140.pdf,https://doi.org/10.1186/gb-2009-10-12-r140
Genome Biology,genome_biology_v10_i2,2009,10,2,10.1186/gb-2009-10-2-r24,https://openalex.org/W2150892841,SEPALLATA3: the 'glue' for MADS box transcription factor complex formation,Richard G. H. Immink et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-2-r24,https://link.springer.com/content/pdf/10.1186/gb-2009-10-2-r24.pdf,https://doi.org/10.1186/gb-2009-10-2-r24
Genome Biology,genome_biology_v10_i2,2009,10,2,10.1186/gb-2009-10-2-r23,https://openalex.org/W2169508919,PEMer: a computational framework with simulation-based error models for inferring genomic structural variants from massive paired-end sequencing data,Jan O. Korbel et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-2-r23,https://link.springer.com/content/pdf/10.1186/gb-2009-10-2-r23.pdf,https://doi.org/10.1186/gb-2009-10-2-r23
Genome Biology,genome_biology_v10_i2,2009,10,2,10.1186/gb-2009-10-2-r21,https://openalex.org/W2160795241,Use of high-density tiling microarrays to identify mutations globally and elucidate mechanisms of drug resistance in Plasmodium falciparum,Neekesh V. Dharia et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-2-r21,https://link.springer.com/content/pdf/10.1186/gb-2009-10-2-r21.pdf,https://doi.org/10.1186/gb-2009-10-2-r21
Genome Biology,genome_biology_v10_i2,2009,10,2,10.1186/gb-2009-10-2-r22,https://openalex.org/W2154872768,Widespread evidence for horizontal transfer of transposable elements across Drosophilagenomes,Carolina Bartolomé; Xabier Bello; Xulio Maside,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-2-r22,https://link.springer.com/content/pdf/10.1186/gb-2009-10-2-r22.pdf,https://doi.org/10.1186/gb-2009-10-2-r22
Genome Biology,genome_biology_v10_i2,2009,10,2,10.1186/gb-2009-10-2-r17,https://openalex.org/W2107649691,Exploring the transcriptional landscape of plant circadian rhythms using genome tiling arrays,Samuel P. Hazen et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-2-r17,https://link.springer.com/content/pdf/10.1186/gb-2009-10-2-r17.pdf,https://doi.org/10.1186/gb-2009-10-2-r17
Genome Biology,genome_biology_v10_i2,2009,10,2,10.1186/gb-2009-10-2-r19,https://openalex.org/W2153611354,Asymmetric relationships between proteins shape genome evolution,Richard A. Notebaart; Philip Kensche; Martijn A. Huynen; Bas E. Dutilh,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-2-r19,https://link.springer.com/content/pdf/10.1186/gb-2009-10-2-r19.pdf,https://doi.org/10.1186/gb-2009-10-2-r19
Genome Biology,genome_biology_v10_i2,2009,10,2,10.1186/gb-2009-10-2-r16,https://openalex.org/W2172068419,High tandem repeat content in the genome of the short-lived annual fish Nothobranchius furzeri: a new vertebrate model for aging research,Kathrin Reichwald et al.,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-2-r16,https://link.springer.com/content/pdf/10.1186/gb-2009-10-2-r16.pdf,https://doi.org/10.1186/gb-2009-10-2-r16
Genome Biology,genome_biology_v10_i2,2009,10,2,10.1186/gb-2009-10-2-r14,https://openalex.org/W2108077335,EpiGRAPH: user-friendly software for statistical analysis and prediction of (epi)genomic data,Christoph Bock; Konstantin Halachev; Joachim Büch; Thomas Lengauer,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-2-r14,https://link.springer.com/content/pdf/10.1186/gb-2009-10-2-r14.pdf,https://doi.org/10.1186/gb-2009-10-2-r14
Genome Biology,genome_biology_v10_i2,2009,10,2,10.1186/gb-2009-10-2-r20,https://openalex.org/W1970821956,PDGF/VEGF signaling controls cell size in Drosophila,David Sims; Peter Duchek; Buzz Baum,article,gold,https://genomebiology.biomedcentral.com/counter/pdf/10.1186/gb-2009-10-2-r20,https://link.springer.com/content/pdf/10.1186/gb-2009-10-2-r20.pdf,https://doi.org/10.1186/gb-2009-10-2-r20
