paper_id,source_type,source_url,access_status,download_status,local_path,checked_date,notes
P0031,publisher_or_repository_pdf,https://proceedings.neurips.cc/paper_files/paper/2020/file/a1ada9947e0d683b4625f94c74104d73-Paper.pdf,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/ml_ai_methods/P0031.pdf,2026-06-20,random_base production draw round_20260620_random_base_to_5_per_field; source=NeurIPS; inventory=neurips_proceedings_v1.0.1_2015-2025_20260620; text_path=corpus/text/ml_ai_methods/P0031.txt; pages=12; text_chars=45216; source_blocked_design=true; source_block=NeurIPS; source_block_order=1
P0032,publisher_or_repository_pdf,https://proceedings.neurips.cc/paper_files/paper/2015/file/83f97f4825290be4cb794ec6a234595f-Paper.pdf,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/ml_ai_methods/P0032.pdf,2026-06-20,random_base production draw round_20260620_random_base_to_5_per_field; source=NeurIPS; inventory=neurips_proceedings_v1.0.1_2015-2025_20260620; text_path=corpus/text/ml_ai_methods/P0032.txt; pages=9; text_chars=33982; source_blocked_design=true; source_block=NeurIPS; source_block_order=1
P0033,publisher_or_repository_pdf,https://link.springer.com/content/pdf/10.1140/epjc/s10052-021-09879-y.pdf,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/particle_gravitational_physics/P0033.pdf,2026-06-20,random_base production draw round_20260620_random_base_to_5_per_field; source=The European Physical Journal C; inventory=epj_c_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/particle_gravitational_physics/P0033.txt; pages=9; text_chars=32642; source_blocked_design=true; source_block=The European Physical Journal C; source_block_order=1
P0034,publisher_or_repository_pdf,https://link.springer.com/content/pdf/10.1140/epjc/s10052-019-6593-y.pdf,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/particle_gravitational_physics/P0034.pdf,2026-06-20,random_base production draw round_20260620_random_base_to_5_per_field; source=The European Physical Journal C; inventory=epj_c_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/particle_gravitational_physics/P0034.txt; pages=10; text_chars=33829; source_blocked_design=true; source_block=The European Physical Journal C; source_block_order=1
P0035,publisher_or_repository_pdf,https://link.springer.com/content/pdf/10.1140/epjc/s10052-015-3832-8.pdf,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/particle_gravitational_physics/P0035.pdf,2026-06-20,random_base production draw round_20260620_random_base_to_5_per_field; source=The European Physical Journal C; inventory=epj_c_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/particle_gravitational_physics/P0035.txt; pages=20; text_chars=100730; source_blocked_design=true; source_block=The European Physical Journal C; source_block_order=1
P0036,publisher_or_repository_pdf,https://link.springer.com/content/pdf/10.1140/epjc/s10052-015-3471-0.pdf,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/particle_gravitational_physics/P0036.pdf,2026-06-20,random_base production draw round_20260620_random_base_to_5_per_field; source=The European Physical Journal C; inventory=epj_c_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/particle_gravitational_physics/P0036.txt; pages=15; text_chars=61762; source_blocked_design=true; source_block=The European Physical Journal C; source_block_order=1
P0037,publisher_or_repository_pdf,https://arxiv.org/pdf/2107.07399,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/statistical_physics/P0037.pdf,2026-06-20,random_base production draw round_20260620_random_base_to_5_per_field; source=Journal of Cosmology and Astroparticle Physics; inventory=jcap_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/statistical_physics/P0037.txt; pages=27; text_chars=75559; source_blocked_design=true; source_block=Journal of Cosmology and Astroparticle Physics; source_block_order=1
P0038,publisher_or_repository_pdf,https://arxiv.org/pdf/1710.05334,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/statistical_physics/P0038.pdf,2026-06-20,random_base production draw round_20260620_random_base_to_5_per_field; source=Journal of Cosmology and Astroparticle Physics; inventory=jcap_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/statistical_physics/P0038.txt; pages=13; text_chars=26348; source_blocked_design=true; source_block=Journal of Cosmology and Astroparticle Physics; source_block_order=1
P0039,publisher_or_repository_pdf,https://hal.science/hal-04455552/document,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/statistical_physics/P0039.pdf,2026-06-20,random_base production draw round_20260620_random_base_to_5_per_field; source=Journal of Cosmology and Astroparticle Physics; inventory=jcap_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/statistical_physics/P0039.txt; pages=23; text_chars=55755; source_blocked_design=true; source_block=Journal of Cosmology and Astroparticle Physics; source_block_order=1
P0040,publisher_or_repository_pdf,https://arxiv.org/pdf/2012.12204,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/statistical_physics/P0040.pdf,2026-06-20,random_base production draw round_20260620_random_base_to_5_per_field; source=Journal of Cosmology and Astroparticle Physics; inventory=jcap_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/statistical_physics/P0040.txt; pages=22; text_chars=77603; source_blocked_design=true; source_block=Journal of Cosmology and Astroparticle Physics; source_block_order=1
P0041,publisher_or_repository_pdf,https://elifesciences.org/articles/79926.pdf,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/molecular_cell_biology/P0041.pdf,2026-06-20,random_base production draw round_20260620_random_base_to_5_per_field; source=eLife; inventory=elife_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/molecular_cell_biology/P0041.txt; pages=24; text_chars=99576; source_blocked_design=true; source_block=eLife; source_block_order=1
P0042,publisher_or_repository_pdf,https://elifesciences.org/articles/62270.pdf,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/molecular_cell_biology/P0042.pdf,2026-06-20,random_base production draw round_20260620_random_base_to_5_per_field; QC replacement; source=eLife; inventory=elife_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/molecular_cell_biology/P0042.txt; pages=23; text_chars=76948; source_blocked_design=true; source_block=eLife; source_block_order=1
P0043,publisher_or_repository_pdf,https://elifesciences.org/articles/92168.pdf,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/molecular_cell_biology/P0043.pdf,2026-06-20,random_base production draw round_20260620_random_base_to_5_per_field; source=eLife; inventory=elife_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/molecular_cell_biology/P0043.txt; pages=23; text_chars=86853; source_blocked_design=true; source_block=eLife; source_block_order=1
P0044,publisher_or_repository_pdf,https://elifesciences.org/articles/12116.pdf,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/molecular_cell_biology/P0044.pdf,2026-06-20,random_base production draw round_20260620_random_base_to_5_per_field; QC replacement; source=eLife; inventory=elife_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/molecular_cell_biology/P0044.txt; pages=24; text_chars=91815; source_blocked_design=true; source_block=eLife; source_block_order=1
P0045,publisher_or_repository_pdf,https://arxiv.org/pdf/1510.00007,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/condensed_matter_physics/P0045.pdf,2026-06-20,random_base production draw round_20260620_random_base_to_5_per_field; source=Physical Review X; inventory=physical_review_x_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/condensed_matter_physics/P0045.txt; pages=11; text_chars=48197; source_blocked_design=true; source_block=Physical Review X; source_block_order=1
P0046,publisher_or_repository_pdf,https://arxiv.org/pdf/2111.07843,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/condensed_matter_physics/P0046.pdf,2026-06-20,random_base production draw round_20260620_random_base_to_5_per_field; source=Physical Review X; inventory=physical_review_x_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/condensed_matter_physics/P0046.txt; pages=24; text_chars=100873; source_blocked_design=true; source_block=Physical Review X; source_block_order=1
P0047,publisher_or_repository_pdf,https://pure.au.dk/ws/files/131904130/PhysRevX.8.031042.pdf,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/condensed_matter_physics/P0047.pdf,2026-06-20,random_base production draw round_20260620_random_base_to_5_per_field; source=Physical Review X; inventory=physical_review_x_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/condensed_matter_physics/P0047.txt; pages=12; text_chars=56368; source_blocked_design=true; source_block=Physical Review X; source_block_order=1
P0048,publisher_or_repository_pdf,https://arxiv.org/pdf/2103.09769,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/condensed_matter_physics/P0048.pdf,2026-06-20,random_base production draw round_20260620_random_base_to_5_per_field; QC replacement; source=Physical Review X; inventory=physical_review_x_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/condensed_matter_physics/P0048.txt; pages=8; text_chars=33775; source_blocked_design=true; source_block=Physical Review X; source_block_order=1
P0049,publisher_or_repository_pdf,https://www.frontiersin.org/articles/10.3389/fncom.2016.00022/pdf,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/computational_neuroscience/P0049.pdf,2026-06-20,random_base production draw round_20260620_random_base_to_5_per_field; source=Frontiers in Computational Neuroscience; inventory=frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/computational_neuroscience/P0049.txt; pages=12; text_chars=56578; source_blocked_design=true; source_block=Frontiers in Computational Neuroscience; source_block_order=1
P0050,publisher_or_repository_pdf,https://www.frontiersin.org/articles/10.3389/fncom.2023.1189853/pdf,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/computational_neuroscience/P0050.pdf,2026-06-20,random_base production draw round_20260620_random_base_to_5_per_field; source=Frontiers in Computational Neuroscience; inventory=frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/computational_neuroscience/P0050.txt; pages=15; text_chars=78302; source_blocked_design=true; source_block=Frontiers in Computational Neuroscience; source_block_order=1
P0051,publisher_or_repository_pdf,https://www.frontiersin.org/articles/10.3389/fncom.2021.692334/pdf,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/computational_neuroscience/P0051.pdf,2026-06-20,random_base production draw round_20260620_random_base_to_5_per_field; source=Frontiers in Computational Neuroscience; inventory=frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/computational_neuroscience/P0051.txt; pages=9; text_chars=42346; source_blocked_design=true; source_block=Frontiers in Computational Neuroscience; source_block_order=1
P0052,publisher_or_repository_pdf,https://www.frontiersin.org/articles/10.3389/fncom.2023.1302010/pdf?isPublishedV2=False,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/computational_neuroscience/P0052.pdf,2026-06-20,random_base production draw round_20260620_random_base_to_5_per_field; source=Frontiers in Computational Neuroscience; inventory=frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/computational_neuroscience/P0052.txt; pages=9; text_chars=51767; source_blocked_design=true; source_block=Frontiers in Computational Neuroscience; source_block_order=1
P0053,publisher_or_repository_pdf,https://pure.amsterdamumc.nl/ws/files/139000048/May-i-help-you-the-relationship-between-interpersonal-emotion-regulation-and-emotional-and-relational-wellbeing-in-dail.pdf,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/cognitive_science_psychology/P0053.pdf,2026-06-20,random_base production draw round_20260620_random_base_to_5_per_field; source=Collabra Psychology; inventory=collabra_psychology_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/cognitive_science_psychology/P0053.txt; pages=20; text_chars=102180; source_blocked_design=true; source_block=Collabra Psychology; source_block_order=1
P0054,publisher_or_repository_pdf,https://www.pure.ed.ac.uk/ws/files/161641594/268_4710_1_PB.pdf,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/cognitive_science_psychology/P0054.pdf,2026-06-20,random_base production draw round_20260620_random_base_to_5_per_field; source=Collabra Psychology; inventory=collabra_psychology_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/cognitive_science_psychology/P0054.txt; pages=17; text_chars=95129; source_blocked_design=true; source_block=Collabra Psychology; source_block_order=1
P0055,publisher_or_repository_pdf,https://boa.unimib.it/bitstream/10281/444286/2/10281-444286_VoR.pdf,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/cognitive_science_psychology/P0055.pdf,2026-06-20,random_base production draw round_20260620_random_base_to_5_per_field; source=Collabra Psychology; inventory=collabra_psychology_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/cognitive_science_psychology/P0055.txt; pages=15; text_chars=66212; source_blocked_design=true; source_block=Collabra Psychology; source_block_order=1
P0056,publisher_or_repository_pdf,https://arxiv.org/pdf/1911.05703,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/cognitive_science_psychology/P0056.pdf,2026-06-20,random_base production draw round_20260620_random_base_to_5_per_field; source=Collabra Psychology; inventory=collabra_psychology_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/cognitive_science_psychology/P0056.txt; pages=19; text_chars=53303; source_blocked_design=true; source_block=Collabra Psychology; source_block_order=1
P0057,publisher_or_repository_pdf,https://link.springer.com/content/pdf/10.1140/epjc/s10052-023-11408-y.pdf,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/particle_gravitational_physics/P0057.pdf,2026-06-20,round_20260620_random_base_one_p0057; source=The European Physical Journal C; inventory=epj_c_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/particle_gravitational_physics/P0057.txt; pages=10; text_chars=43052; source_blocked_design=true; source_block=The European Physical Journal C; source_block_order=1
P0058,publisher_or_repository_pdf,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1013800&type=printable,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/computational_biology/P0058.pdf,2026-06-20,round_20260620_random_base_100_new; source=PLOS Computational Biology; inventory=plos_computational_biology_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/computational_biology/P0058.txt; pages=21; text_chars=69710; source_blocked_design=true; source_block=PLOS Computational Biology; source_block_order=1
P0059,publisher_or_repository_pdf,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1005629&type=printable,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/computational_biology/P0059.pdf,2026-06-20,round_20260620_random_base_100_new; source=PLOS Computational Biology; inventory=plos_computational_biology_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/computational_biology/P0059.txt; pages=19; text_chars=63148; source_blocked_design=true; source_block=PLOS Computational Biology; source_block_order=1
P0060,publisher_or_repository_pdf,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1011536&type=printable,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/computational_biology/P0060.pdf,2026-06-20,round_20260620_random_base_100_new; source=PLOS Computational Biology; inventory=plos_computational_biology_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/computational_biology/P0060.txt; pages=25; text_chars=93908; source_blocked_design=true; source_block=PLOS Computational Biology; source_block_order=1
P0061,publisher_or_repository_pdf,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1006967&type=printable,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/computational_biology/P0061.pdf,2026-06-20,round_20260620_random_base_100_new; source=PLOS Computational Biology; inventory=plos_computational_biology_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/computational_biology/P0061.txt; pages=24; text_chars=78591; source_blocked_design=true; source_block=PLOS Computational Biology; source_block_order=1
P0062,publisher_or_repository_pdf,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1004179&type=printable,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/computational_biology/P0062.pdf,2026-06-20,round_20260620_random_base_100_new; source=PLOS Computational Biology; inventory=plos_computational_biology_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/computational_biology/P0062.txt; pages=19; text_chars=64680; source_blocked_design=true; source_block=PLOS Computational Biology; source_block_order=1
P0063,publisher_or_repository_pdf,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2021.616748/pdf,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/computational_neuroscience/P0063.pdf,2026-06-20,round_20260620_random_base_100_new; source=Frontiers in Computational Neuroscience; inventory=frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/computational_neuroscience/P0063.txt; pages=16; text_chars=72341; source_blocked_design=true; source_block=Frontiers in Computational Neuroscience; source_block_order=1
P0064,publisher_or_repository_pdf,https://www.frontiersin.org/journals/computational-neuroscience/articles/10.3389/fncom.2023.1258590/pdf,oa_accessible_verified,downloaded_verified_pdf,corpus/pdfs/computational_neuroscience/P0064.pdf,2026-06-20,round_20260620_random_base_100_new; source=Frontiers in Computational Neuroscience; inventory=frontiers_computational_neuroscience_openalex_v1.0.1_through2025_20260620; text_path=corpus/text/computational_neuroscience/P0064.txt; pages=20; text_chars=111763; source_blocked_design=true; source_block=Frontiers in Computational Neuroscience; source_block_order=1
